City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
293,Alta Floresta,BR,2021-11-23 07:28:01,-9.8756,-56.0861,70.07,98,100,2.28
294,Moree,AU,2021-11-23 07:28:02,-29.4667,149.85,82.42,39,40,11.5
295,Kruisfontein,ZA,2021-11-23 07:28:03,-34.0033,24.7314,62.89,69,99,11.03
296,Boysun,UZ,2021-11-23 07:28:04,38.2061,67.1986,56.41,29,99,1.83
297,Mandapam,IN,2021-11-23 07:28:04,9.2833,79.1167,81.43,79,100,13.56
298,Borod,RO,2021-11-23 07:28:05,46.9833,22.6333,38.17,94,90,3.22
299,Purificacion,CO,2021-11-23 07:28:06,3.8587,-74.9313,71.83,93,99,1.92
300,Marystown,CA,2021-11-23 07:28:07,47.1666,-55.1483,42.85,100,63,8.01
301,Pipri,IN,2021-11-23 07:28:08,19.8,75.5333,90.18,55,40,2.3
302,Faanui,PF,2021-11-23 07:25:34,-16.4833,-151.75,80.74,77,100,10.2
303,Port-Gentil,GA,2021-11-23 07:28:10,-0.7193,8.7815,73.36,94,90,9.22
304,Miyako,JP,2021-11-23 07:28:11,39.6367,141.9525,45.21,81,81,8.68
305,Bairiki,KI,2021-11-23 07:28:12,1.3292,172.9752,80.6,78,20,8.05
306,Anadyr,RU,2021-11-23 07:28:13,64.75,177.4833,-12.5,77,0,6.71
307,Ust-Kulom,RU,2021-11-23 07:28:14,61.6864,53.6902,15.98,93,100,6.71
308,Moron,AR,2021-11-23 07:28:15,-34.6534,-58.6198,59.97,55,0,5.99
309,Kieta,PG,2021-11-23 07:28:16,-6.2167,155.6333,81.23,82,15,3.96
310,Fengzhen,CN,2021-11-23 07:28:17,40.4394,113.1536,27.55,48,0,10.71
311,La Ciotat,FR,2021-11-23 07:28:18,43.1748,5.6045,56.8,86,100,5.86
312,Paamiut,GL,2021-11-23 07:28:18,61.994,-49.6678,12.27,74,8,9.08
313,Vestmannaeyjar,IS,2021-11-23 07:28:19,63.4427,-20.2734,43.5,73,100,13.56
314,Lazaro Cardenas,MX,2021-11-23 07:28:20,17.9583,-102.2,74.79,89,13,3.96
315,Ishigaki,JP,2021-11-23 07:28:21,24.3448,124.1572,68.13,73,75,13.8
316,Sambava,MG,2021-11-23 07:28:22,-14.2667,50.1667,81.46,64,100,7.92
317,Talcahuano,CL,2021-11-23 07:29:23,-36.7167,-73.1167,53.28,87,0,2.3
318,Anito,PH,2021-11-23 07:29:24,12.4497,125.2886,84.31,72,7,8.86
319,Rieti,IT,2021-11-23 07:29:25,42.4072,12.8592,53.38,93,100,13.8
320,Bonavista,CA,2021-11-23 07:29:26,48.6499,-53.1147,38.12,75,100,22.53
321,Salinas,US,2021-11-23 07:25:36,36.6777,-121.6555,60.82,49,1,6.91
322,Muros,ES,2021-11-23 07:29:27,42.7762,-9.0603,52.84,74,37,19.01
323,Liverpool,GB,2021-11-23 07:29:28,53.4106,-2.9779,48.61,89,75,3.0
324,Shubarshi,KZ,2021-11-23 07:29:29,48.5872,57.1869,34.3,99,100,4.14
325,Christchurch,NZ,2021-11-23 07:24:49,-43.5333,172.6333,60.03,73,75,3.0
326,Leh,IN,2021-11-23 07:26:47,34.1667,77.5833,23.49,36,0,0.45
327,Sobradinho,BR,2021-11-23 07:28:22,-12.8333,-39.1,70.84,98,75,1.25
328,Takoradi,GH,2021-11-23 07:29:32,4.8845,-1.7554,79.23,82,49,3.71
329,Jasper,US,2021-11-23 07:29:33,37.2001,-94.3502,42.82,56,1,4.61
330,Nogales,MX,2021-11-23 07:29:34,31.3086,-110.9422,58.98,35,1,6.91
331,Mineiros,BR,2021-11-23 07:29:35,-17.5694,-52.5511,69.98,88,100,2.15
332,Sibolga,ID,2021-11-23 07:29:35,1.7427,98.7792,83.7,70,48,5.95
333,Jensen Beach,US,2021-11-23 07:29:36,27.2545,-80.2298,65.05,84,99,1.99
334,Parian Dakula,PH,2021-11-23 07:29:37,5.5567,120.7719,84.7,71,77,7.25
335,Kenai,US,2021-11-23 07:26:08,60.5544,-151.2583,9.14,90,90,0.0
336,Kyshtovka,RU,2021-11-23 07:29:39,56.555,76.6271,29.7,93,100,12.3
337,Bani Walid,LY,2021-11-23 07:29:40,31.7566,13.9942,63.36,55,9,4.9
338,Bereznik,RU,2021-11-23 07:29:41,62.8551,42.7072,20.12,85,100,9.51
339,Ede,NL,2021-11-23 07:29:41,52.0333,5.6583,48.85,92,90,0.0
340,Opoczno,PL,2021-11-23 07:29:42,51.3757,20.2783,35.73,82,49,12.01
341,Port Blair,IN,2021-11-23 07:29:43,11.6667,92.75,84.38,70,100,11.54
342,Chokurdakh,RU,2021-11-23 07:24:49,70.6333,147.9167,-8.73,98,100,6.04
343,Lake Havasu City,US,2021-11-23 07:25:42,34.4839,-114.3224,66.2,16,20,1.01
344,Libertador General San Martin,AR,2021-11-23 07:29:45,-23.8064,-64.7876,75.07,64,99,1.86
345,Zaoyang,CN,2021-11-23 07:29:46,32.1272,112.7542,57.87,24,6,6.11
346,Ola,RU,2021-11-23 07:29:47,59.5833,151.2833,3.15,78,5,14.29
347,Rovaniemi,FI,2021-11-23 07:29:48,66.5,25.7167,11.61,92,75,6.91
348,Nanchang,CN,2021-11-23 07:29:48,28.6833,115.8833,55.11,34,56,5.06
349,Khoy,IR,2021-11-23 07:29:49,38.5504,44.9535,49.8,51,0,0.65
350,Baker City,US,2021-11-23 07:29:50,44.7749,-117.8344,34.59,93,1,3.44
351,Bandar-E Lengeh,IR,2021-11-23 07:29:51,26.5579,54.8807,82.51,47,45,6.91
352,Greenlaw,GB,2021-11-23 07:29:52,55.7068,-2.4624,44.06,93,35,5.37
353,Kutum,SD,2021-11-23 07:29:52,14.2,24.6667,66.97,23,7,12.46
354,Fredericton,CA,2021-11-23 07:28:51,45.9454,-66.6656,31.24,95,90,4.61
355,Westport,US,2021-11-23 07:28:56,41.1415,-73.3579,37.15,67,1,1.99
356,Werda,BW,2021-11-23 07:29:55,-25.2667,23.2833,72.64,32,0,11.54
357,San Patricio,US,2021-11-23 07:29:56,28.017,-97.5169,64.83,57,31,6.58
358,Ibicarai,BR,2021-11-23 07:29:56,-14.865,-39.5875,69.57,98,100,2.33
359,Ottumwa,US,2021-11-23 07:29:57,41.02,-92.4113,27.9,61,1,1.99
360,Sistranda,NO,2021-11-23 07:29:58,63.7256,8.834,45.9,88,100,38.43
361,Louth,GB,2021-11-23 07:29:59,53.3666,-0.0044,40.24,93,42,5.75
362,Bria,CF,2021-11-23 07:30:00,6.5423,21.9863,76.8,35,97,6.4
363,Gigmoto,PH,2021-11-23 07:31:01,13.7796,124.39,82.72,80,21,7.67
364,Inuvik,CA,2021-11-23 07:31:03,68.3499,-133.7218,-8.39,76,90,2.3
365,Tubmanburg,LR,2021-11-23 07:31:04,6.8708,-10.8172,77.25,90,52,2.8
366,Abu Samrah,SY,2021-11-23 07:31:05,35.3029,37.1841,62.37,50,0,2.01
367,Tuatapere,NZ,2021-11-23 07:31:06,-46.1333,167.6833,51.37,88,13,5.44
368,Thiruvarur,IN,2021-11-23 07:31:07,10.7667,79.65,84.9,73,97,12.86
369,Guozhen,CN,2021-11-23 07:31:07,34.3659,107.359,55.35,33,0,3.02
370,Manado,ID,2021-11-23 07:31:08,1.487,124.8455,84.97,79,40,9.22
371,Buala,SB,2021-11-23 07:31:09,-8.145,159.5921,81.23,82,85,9.22
372,Rio Grande,BR,2021-11-23 07:30:06,-32.035,-52.0986,65.77,78,0,21.54
373,Sao Felix Do Xingu,BR,2021-11-23 07:31:10,-6.6447,-51.995,70.12,98,39,0.6
374,Havre-Saint-Pierre,CA,2021-11-23 07:31:11,50.2334,-63.5986,33.8,100,90,13.8
375,Maniitsoq,GL,2021-11-23 07:31:12,65.4167,-52.9,17.11,71,24,15.08
376,Caravelas,BR,2021-11-23 07:31:13,-17.7125,-39.2481,68.97,90,75,4.14
377,Ribas Do Rio Pardo,BR,2021-11-23 07:31:14,-20.4431,-53.7592,71.13,55,81,1.48
378,Poya,NC,2021-11-23 07:31:15,-21.35,165.15,79.14,75,56,8.03
379,Tutoia,BR,2021-11-23 07:31:15,-2.7619,-42.2744,79.05,87,100,8.25
380,Baoshan,CN,2021-11-23 07:31:16,46.5586,131.4244,13.96,77,100,22.59
381,Terrace,CA,2021-11-23 07:26:32,54.5163,-128.6035,37.31,93,90,5.75
382,High Level,CA,2021-11-23 07:31:18,58.5169,-117.136,8.71,78,90,12.66
383,Greytown,ZA,2021-11-23 07:31:19,-29.0642,30.5928,57.65,91,100,2.46
384,Rawson,AR,2021-11-23 07:31:20,-43.3002,-65.1023,51.15,66,100,21.47
385,Mata,PT,2021-11-23 07:31:21,40.683,-7.4592,39.92,96,100,4.63
386,Zhob,PK,2021-11-23 07:31:22,31.3411,69.4481,68.72,14,0,5.01
387,Middle Island,US,2021-11-23 07:31:23,40.8843,-72.9373,36.9,61,1,1.99
388,Iquique,CL,2021-11-23 07:28:20,-20.2208,-70.1431,62.64,70,100,2.82
389,Solo,PH,2021-11-23 07:31:25,13.7469,120.9012,83.41,75,66,10.89
390,Tommot,RU,2021-11-23 07:31:26,58.9564,126.2925,-3.62,90,100,5.55
391,Sorong,ID,2021-11-23 07:31:27,-0.8833,131.25,84.33,74,33,4.74
392,Shieli,KZ,2021-11-23 07:31:28,44.1667,66.75,52.5,41,4,6.44
393,Santa Isabel Do Rio Negro,BR,2021-11-23 07:31:29,-0.4139,-65.0192,72.97,98,100,0.81
394,Arsk,RU,2021-11-23 07:31:30,56.0915,49.8778,20.98,90,100,14.65
395,Golpayegan,IR,2021-11-23 07:31:31,33.4537,50.2884,52.02,51,1,1.01
396,Cadillac,US,2021-11-23 07:31:32,44.2519,-85.4012,27.63,74,90,0.0
397,Shache,CN,2021-11-23 07:31:32,38.4167,77.2406,43.99,21,0,4.7
398,Mount Gambier,AU,2021-11-23 07:31:33,-37.8333,140.7667,62.51,82,90,5.75
399,George Town,MY,2021-11-23 07:27:38,5.4112,100.3354,87.75,71,40,8.05
400,Saint-Joseph,RE,2021-11-23 07:31:35,-21.3667,55.6167,82.76,67,24,2.68
401,Abay,KZ,2021-11-23 07:31:36,49.6311,72.8539,34.18,98,100,26.13
402,Aasiaat,GL,2021-11-23 07:27:07,68.7098,-52.8699,5.32,99,89,8.99
403,Mocajuba,BR,2021-11-23 07:31:38,-2.5842,-49.5072,73.17,97,99,2.33
404,Zhanaozen,KZ,2021-11-23 07:31:39,43.3,52.8,53.33,47,0,4.97
405,Don Sak,TH,2021-11-23 07:31:39,9.3168,99.6918,84.15,91,100,7.83
406,Castres,FR,2021-11-23 07:31:40,43.5833,2.1667,39.16,97,90,1.14
407,Sheopur,IN,2021-11-23 07:31:41,25.6667,76.7,80.91,23,0,4.56
408,Challapata,BO,2021-11-23 07:32:41,-18.9,-66.7667,52.45,51,100,3.69
409,Katherine,AU,2021-11-23 07:32:42,-14.4667,132.2667,102.52,27,78,10.36
410,Jumla,NP,2021-11-23 07:32:43,29.2747,82.1838,61.03,20,0,7.76
411,Yumen,CN,2021-11-23 07:32:44,40.2833,97.2,38.59,19,14,25.64
412,Banjar,ID,2021-11-23 07:29:30,-8.19,114.9675,78.66,76,100,2.59
413,Urumqi,CN,2021-11-23 07:32:45,43.801,87.6005,31.15,55,73,4.47
414,Luchegorsk,RU,2021-11-23 07:32:46,46.4764,134.2569,15.84,89,100,15.37
415,Cascais,PT,2021-11-23 07:30:51,38.6979,-9.4215,54.46,69,20,8.01
416,Harper,LR,2021-11-23 07:32:48,4.375,-7.7169,80.4,81,14,4.76
417,Ardakan,IR,2021-11-23 07:32:49,32.31,54.0175,64.78,57,0,5.39
418,Naze,JP,2021-11-23 07:32:50,28.3667,129.4833,61.72,67,100,13.91
419,Pingxiang,CN,2021-11-23 07:32:51,27.6167,113.85,55.78,47,15,2.44
420,Gumdag,TM,2021-11-23 07:32:52,39.2061,54.5906,61.03,37,0,2.68
421,Guican,CO,2021-11-23 07:32:52,6.4618,-72.4113,46.04,91,99,3.11
422,Sakakah,SA,2021-11-23 07:32:53,29.9697,40.2064,60.37,46,0,3.65
423,Trelew,AR,2021-11-23 07:32:54,-43.249,-65.3051,50.9,65,100,19.13
424,Ostrovnoy,RU,2021-11-23 07:32:55,68.0531,39.5131,14.38,94,86,7.72
425,Suhbaatar,MN,2021-11-23 07:32:56,50.2314,106.2078,14.23,76,100,0.69
426,Capreni,RO,2021-11-23 07:32:57,44.75,23.6167,44.11,68,100,0.85
427,Bambanglipuro,ID,2021-11-23 07:32:58,-7.95,110.2833,67.6,78,100,8.79
428,Camacha,PT,2021-11-23 07:32:59,33.0833,-16.3333,65.62,77,40,11.5
429,Kysyl-Syr,RU,2021-11-23 07:33:00,63.8986,122.7617,-26.63,100,34,3.2
430,Ponta Do Sol,PT,2021-11-23 07:33:01,32.6667,-17.1,66.7,71,28,3.58
431,Kangaatsiaq,GL,2021-11-23 07:33:02,68.3065,-53.4641,16.79,88,43,14.58
432,Homer,US,2021-11-23 07:33:02,59.6425,-151.5483,15.67,66,90,6.91
433,Mafinga,TZ,2021-11-23 07:33:03,-7.25,35.0667,85.15,35,88,3.91
434,Conway,US,2021-11-23 07:29:04,35.0887,-92.4421,43.52,86,90,5.75
435,Torrejon De Ardoz,ES,2021-11-23 07:33:05,40.4553,-3.4697,40.3,91,75,1.14
436,Kerrobert,CA,2021-11-23 07:33:06,51.9168,-109.1348,37.6,70,0,10.22
437,Dubbo,AU,2021-11-23 07:32:01,-32.25,148.6167,78.93,50,40,10.36
438,Abnub,EG,2021-11-23 07:33:07,27.2696,31.1511,62.82,45,0,6.76
439,Adeje,ES,2021-11-23 07:33:08,28.1227,-16.726,70.56,72,75,3.44
440,Prince Rupert,CA,2021-11-23 07:33:09,54.3161,-130.3201,44.29,82,90,9.22
441,Valparaiso,CL,2021-11-23 07:28:22,-33.0393,-71.6273,59.47,87,90,6.91
442,Cocal,BR,2021-11-23 07:33:11,-28.6167,-49.35,67.1,76,0,4.59
443,Nome,US,2021-11-23 07:33:11,64.5011,-165.4064,6.87,51,1,17.27
444,Smidovich,RU,2021-11-23 07:33:12,48.6,133.8167,10.2,97,94,5.08
445,Mantua,IT,2021-11-23 07:33:13,45.1667,10.7833,52.74,78,86,7.0
446,Kununurra,AU,2021-11-23 07:33:11,-15.7667,128.7333,103.98,29,40,2.3
447,Bose,IT,2021-11-23 07:33:15,45.4612,8.0137,46.76,88,100,3.56
448,North Salt Lake,US,2021-11-23 07:33:16,40.8486,-111.9069,44.28,61,1,1.01
449,Yulara,AU,2021-11-23 07:33:17,-25.2406,130.9889,85.84,39,75,10.36
450,Chifeng,CN,2021-11-23 07:33:18,42.2683,118.9636,28.56,39,3,11.88
451,Tooele,US,2021-11-23 07:33:19,40.5308,-112.2983,41.63,32,1,8.5
452,Fukue,JP,2021-11-23 07:33:20,32.6881,128.8419,50.36,81,75,10.36
453,Tongliao,CN,2021-11-23 07:33:20,43.6125,122.2653,17.44,70,0,13.04
454,Eskil,TR,2021-11-23 07:33:21,38.4017,33.4131,53.33,60,100,9.66
455,La Rioja,ES,2021-11-23 07:34:22,42.25,-2.5,39.49,99,100,6.04
456,San Andres,CO,2021-11-23 07:34:23,12.5847,-81.7006,82.42,100,75,8.05
457,Ugoofaaru,MV,2021-11-23 07:34:24,5.6667,73.0,81.54,76,100,14.5
458,Lodja,CD,2021-11-23 07:34:25,-3.4833,23.4333,80.19,64,100,2.75
459,Esso,RU,2021-11-23 07:34:26,55.9333,158.7,12.9,98,67,5.26
460,Cape Coast,GH,2021-11-23 07:34:27,5.1053,-1.2466,80.62,80,50,3.78
461,Turayf,SA,2021-11-23 07:34:27,31.6725,38.6637,55.65,88,0,6.91
462,Tura,IN,2021-11-23 07:34:28,25.5198,90.2201,76.48,42,0,4.68
463,Vaitape,PF,2021-11-23 07:34:08,-16.5167,-151.75,80.51,77,100,8.84
464,Itarema,BR,2021-11-23 07:34:30,-2.9248,-39.9167,80.13,74,91,12.91
465,Belaya Gora,RU,2021-11-23 07:34:31,68.5333,146.4167,-22.86,100,95,5.01
466,Silvan,TR,2021-11-23 07:34:32,38.1419,41.0081,37.69,54,0,1.52
467,Wrexham,GB,2021-11-23 07:34:33,53.0,-3.0,47.84,96,75,11.5
468,Ihosy,MG,2021-11-23 07:34:34,-22.4,46.1167,92.41,33,4,8.84
469,Siauliai,LT,2021-11-23 07:30:44,55.9333,23.3167,33.82,93,75,8.05
470,Kharsawan,IN,2021-11-23 07:34:36,22.8,85.8333,85.39,41,1,1.32
471,Te Anau,NZ,2021-11-23 07:34:37,-45.4167,167.7167,52.84,84,20,3.85
472,Carballo,ES,2021-11-23 07:34:38,43.213,-8.691,52.56,86,100,14.05
473,Larap,PH,2021-11-23 07:34:39,14.299,122.6504,80.98,85,32,9.84
474,Saravan,AM,2021-11-23 07:34:40,39.7196,45.6483,36.25,51,0,4.05
475,Voyvozh,RU,2021-11-23 07:34:41,62.892,54.9635,9.48,93,100,6.51
476,Eydhafushi,MV,2021-11-23 07:34:42,5.1033,73.0708,81.5,74,100,15.68
477,Maridi,SS,2021-11-23 07:34:42,4.9158,29.4742,85.6,27,10,7.23
478,Santa Rosa,PH,2021-11-23 07:34:43,14.3122,121.1114,89.58,70,49,13.35
479,Torbay,CA,2021-11-23 07:30:02,47.6666,-52.7314,37.58,82,90,19.57
480,Balakhninskiy,RU,2021-11-23 07:34:45,58.0106,114.2769,-14.33,97,7,3.04
481,Boa Vista,BR,2021-11-23 07:34:47,2.8197,-60.6733,76.98,88,40,0.0
482,Kawalu,ID,2021-11-23 07:34:48,-7.3817,108.2082,76.66,90,100,3.06
483,Pacific Grove,US,2021-11-23 07:34:05,36.6177,-121.9166,58.42,43,1,1.01
484,Kanbe,MM,2021-11-23 07:34:50,16.7053,96.0017,93.25,53,36,7.05
485,Nova Olimpia,BR,2021-11-23 07:34:51,-14.7972,-57.2881,73.0,95,100,1.23
486,Pyaozerskiy,RU,2021-11-23 07:34:52,65.8333,31.1667,15.76,85,60,5.7
487,Clyde River,CA,2021-11-23 07:34:52,70.4692,-68.5914,16.03,92,100,18.41
488,Gat,IL,2021-11-23 07:34:53,31.61,34.7642,72.39,38,0,3.22
489,Coquimbo,CL,2021-11-23 07:34:54,-29.9533,-71.3436,58.73,82,90,5.75
490,Haines Junction,CA,2021-11-23 07:34:55,60.7522,-137.5108,1.35,85,100,1.14
491,Gopalpur,IN,2021-11-23 07:34:56,19.2667,84.9167,84.87,65,6,5.93
492,Peace River,CA,2021-11-23 07:34:57,56.2501,-117.286,14.31,97,90,11.01
493,San Luis,AR,2021-11-23 07:34:58,-33.295,-66.3356,66.79,35,65,13.69
494,Stabat,ID,2021-11-23 07:34:59,3.761,98.4513,88.0,64,100,4.72
495,Cururupu,BR,2021-11-23 07:35:00,-1.8283,-44.8683,74.28,96,92,2.98
496,Saint-Donat-De-Montcalm,CA,2021-11-23 07:35:01,46.3187,-74.2219,22.86,84,84,4.43
497,Mlimba,TZ,2021-11-23 07:35:02,-8.8,35.8167,90.97,39,13,6.98
498,Alberton,CA,2021-11-23 07:36:03,46.8168,-64.0654,42.93,93,100,20.94
499,Marawi,PH,2021-11-23 07:36:04,7.9986,124.2928,76.64,86,88,6.02
500,Sechura,PE,2021-11-23 07:36:04,-5.5569,-80.8222,66.67,74,99,7.61
501,Bilma,NE,2021-11-23 07:36:05,18.6853,12.9164,79.45,19,3,11.88
502,Bandarbeyla,SO,2021-11-23 07:36:06,9.4942,50.8122,83.61,57,72,17.0
503,Gornopravdinsk,RU,2021-11-23 07:36:06,60.05,69.9,20.01,92,100,8.19
504,Ossora,RU,2021-11-23 07:36:07,59.2353,163.0719,28.72,97,100,13.11
505,Vila Velha,BR,2021-11-23 07:32:44,-20.3297,-40.2925,67.95,90,75,3.44
506,Nurota,UZ,2021-11-23 07:36:09,40.5614,65.6886,59.09,21,99,4.79
507,Turkistan,KZ,2021-11-23 07:36:10,43.0,68.0,54.45,33,17,1.57
508,Gubkinskiy,RU,2021-11-23 07:36:11,64.434,76.5026,15.8,93,100,14.34
509,Sangar,RU,2021-11-23 07:36:12,63.9242,127.4739,-25.35,98,100,1.05
510,Weyburn,CA,2021-11-23 07:36:12,49.6668,-103.8511,39.42,48,6,10.36
511,Lingao,CN,2021-11-23 07:36:13,19.9103,109.6859,69.98,64,82,8.68
512,Havoysund,NO,2021-11-23 07:36:14,70.9963,24.6622,26.83,82,99,15.21
513,Kidal,ML,2021-11-23 07:36:15,18.4411,1.4078,77.95,27,11,12.26
514,Manzanillo,CU,2021-11-23 07:36:16,20.3433,-77.1167,72.88,84,51,3.83
515,Labuhan,ID,2021-11-23 07:36:17,-6.8844,112.2051,85.14,71,100,10.02
516,Pereyaslovskaya,RU,2021-11-23 07:36:18,45.8412,39.0238,54.97,79,100,12.24
517,Meadow Lake,US,2021-11-23 07:36:19,34.8014,-106.5436,42.13,46,85,1.36
518,Iztapa,GT,2021-11-23 07:36:20,13.9333,-90.7075,74.05,80,100,5.53
519,Prado,BR,2021-11-23 07:36:21,-17.3411,-39.2208,68.79,93,100,5.23
520,Tsaratanana,MG,2021-11-23 07:36:22,-16.7833,47.65,88.88,42,97,5.7
521,Biloela,AU,2021-11-23 07:36:22,-24.4167,150.5,73.92,76,22,10.65
522,Aklavik,CA,2021-11-23 07:36:23,68.2191,-135.0107,-17.57,93,100,11.05
523,Alice Springs,AU,2021-11-23 07:36:24,-23.7,133.8833,80.15,61,90,14.97
524,Nizwa,OM,2021-11-23 07:36:25,22.9333,57.5333,87.58,10,0,4.72
525,Sun City West,US,2021-11-23 07:36:26,33.662,-112.3413,71.76,29,75,1.01
526,Belyy Yar,RU,2021-11-23 07:36:27,53.6039,91.3903,31.89,63,40,6.71
527,Plouzane,FR,2021-11-23 07:36:28,48.3833,-4.6167,44.92,76,0,12.66
528,Natal,BR,2021-11-23 07:36:27,-5.795,-35.2094,79.02,89,40,5.75
529,Sorso,IT,2021-11-23 07:36:29,40.8,8.5772,61.57,79,43,5.17
530,Timbiqui,CO,2021-11-23 07:36:31,2.7717,-77.6654,71.49,96,100,5.44
531,Kalaleh,IR,2021-11-23 07:36:32,37.3807,55.4916,62.2,59,20,0.0
532,Sioux Lookout,CA,2021-11-23 07:36:33,50.1001,-91.917,12.58,92,75,5.75
533,Buenos Aires,AR,2021-11-23 07:35:50,-34.6132,-58.3772,59.95,53,0,12.66
534,Hofn,IS,2021-11-23 07:36:35,64.2539,-15.2082,40.68,60,31,11.14
535,Bossangoa,CF,2021-11-23 07:36:36,6.4926,17.4552,84.04,40,10,3.58
536,Pangkalanbuun,ID,2021-11-23 07:36:36,-2.6833,111.6167,80.15,91,100,2.64
537,Petatlan,MX,2021-11-23 07:36:37,17.5167,-101.2667,73.35,90,44,4.03
538,Xining,CN,2021-11-23 07:36:38,36.6167,101.7667,38.77,21,0,3.24
539,Abu Zabad,SD,2021-11-23 07:36:39,12.35,29.25,80.33,17,2,18.59
540,Laguna,US,2021-11-23 07:36:40,38.421,-121.4238,57.02,94,1,0.0
541,Mozarlandia,BR,2021-11-23 07:36:41,-14.7447,-50.5706,73.9,91,99,2.8
542,Ukiah,US,2021-11-23 07:36:41,39.1502,-123.2078,53.02,81,1,0.0
543,Bilibino,RU,2021-11-23 07:36:42,68.0546,166.4372,-22.05,87,4,3.65
544,Penzance,GB,2021-11-23 07:37:44,50.1186,-5.5371,48.27,81,20,12.66
545,Nantucket,US,2021-11-23 07:37:39,41.2835,-70.0995,42.96,70,100,28.36
546,Byron Bay,AU,2021-11-23 07:37:45,-28.65,153.6167,76.89,83,64,8.86
547,Indian Head,US,2021-11-23 07:37:46,38.6001,-77.1622,35.89,60,1,1.99
548,Morlaix,FR,2021-11-23 07:37:46,48.5833,-4.0,44.92,76,0,11.5
549,Lavrentiya,RU,2021-11-23 07:37:47,65.5833,-171.0,-2.09,93,6,10.16
550,Kautokeino,NO,2021-11-23 07:37:48,69.0125,23.0412,5.92,96,100,4.07
551,San Antonio,US,2021-11-23 07:37:27,29.4241,-98.4936,51.58,73,1,0.0
552,Hit,IQ,2021-11-23 07:37:50,33.6416,42.8251,69.85,40,0,7.47
553,Abashiri,JP,2021-11-23 07:37:50,44.0213,144.2697,41.29,42,20,11.5
